Min,Max,Median,Mean,Point_id
0.31386065,0.43524122,0.3921465,0.38887545,32821870
0.23740533,0.46641,0.35207868,0.35525572,32822154
0.20070733,0.37743565,0.22573267,0.2393542,32822262
0.15784928,0.72094285,0.19743766,0.3009249,32822914
0.18591294,0.2501648,0.21162134,0.21322748,32841864
0.38003698,0.8897638,0.8517711,0.81115437,32842038
0.16559851,0.5240782,0.18973769,0.2044699,32842278
0.19456068,0.28027922,0.21527778,0.22503446,32842890
0.15990837,0.20674793,0.18914884,0.1864527,32861814
0.08275929,0.14070971,0.103072464,0.10392656,32861824
0.43539724,0.60510534,0.57443565,0.56279725,32861850
0.13948447,0.1676274,0.15002522,0.15010983,32861886
0.124356925,0.22264631,0.16683158,0.16822506,32861892
0.21008404,0.40257433,0.24125162,0.25178233,32861932
0.0,0.21255428,0.08686667,0.08727352,32862886
0.50062174,0.7465374,0.5547995,0.5738406,32862918
0.0,0.047424972,0.013975156,0.015109387,32881840
0.60103184,0.72397095,0.6859841,0.6772395,32881872
0.17316341,0.25785658,0.19794442,0.20501715,32882088
0.15303668,0.36509758,0.17864905,0.1894099,32882142
0.24055338,0.28565022,0.24454245,0.24853341,32882938
0.13958594,0.2014768,0.16420785,0.16608055,32901744
0.24253497,0.32560334,0.29734394,0.29532018,32901870
0.11610487,0.15242192,0.13385522,0.13435338,32901878
0.1367917,0.31750518,0.1766757,0.18104334,32901888
0.12408115,0.14688128,0.13138367,0.13213912,32901910
0.13454635,0.16230501,0.14504969,0.14534746,32901936
0.11372023,0.13993093,0.12573889,0.12571955,32901950
0.16262183,0.24723414,0.21242236,0.2109234,32902122
0.4249657,0.64176977,0.49930537,0.50838655,32902134
0.30299342,0.38870433,0.32805738,0.33273768,32902148
0.20951678,0.47046524,0.35884604,0.3422707,32902170
0.4221157,0.786688,0.51926136,0.5318306,32902176
0.40763298,0.50977045,0.4506471,0.4554682,32902230
0.7062168,0.76884425,0.7416507,0.739231,32902234
0.074341334,0.23058105,0.1599687,0.16055238,32921902
0.38867438,0.46207866,0.4185185,0.42157352,32922082
0.16367981,0.24805884,0.2043628,0.20425253,32922100
0.09205583,0.38761175,0.2842785,0.28340736,32923288
0.33121115,0.71788865,0.63476765,0.6213774,32941850
0.74950796,0.82908493,0.78541857,0.7877879,32941858
0.08408797,0.24517225,0.16152477,0.16155544,32941900
0.2235975,0.28627452,0.25236988,0.25353444,32941918
0.18392326,0.3409091,0.21173272,0.22149824,32942092
0.3345365,0.34001973,0.3374959,0.33728132,32942242
0.38086146,0.5802299,0.4522972,0.46966547,32942926
0.1756487,0.25374037,0.22094585,0.2206613,32961790
0.8601612,0.9341546,0.9149482,0.91349643,32961808
0.109352745,0.17201258,0.122421145,0.12680614,32961880
0.18045242,0.26532307,0.20094803,0.20203184,32962096
0.11524846,0.22968997,0.1834075,0.18025342,32962114
0.19519095,0.40385205,0.33091238,0.32487294,32962154
0.18148859,0.24153298,0.20849648,0.2116659,32962168
0.123809524,0.14869626,0.13821915,0.13756484,32981850
0.13516912,0.17702553,0.15786427,0.1577084,32981868
0.46693227,0.861874,0.7701204,0.7540283,32981912
0.052464567,0.07632757,0.066618785,0.0666227,33001754
0.21054558,0.3808869,0.3369606,0.31852219,33001794
0.37115344,0.54050016,0.4667744,0.4600628,33001834
0.29214546,0.6569149,0.5490852,0.5583588,33001852
0.9340085,0.94932324,0.942866,0.94251615,33001862
0.5645531,0.75339407,0.60963905,0.6218732,33002136
0.57934576,0.68772817,0.62733626,0.62876594,33002172
0.52820516,0.77795696,0.54937166,0.57507724,33002856
0.116875194,0.13968958,0.128476,0.12799746,33021926
0.2745946,0.51859564,0.36017677,0.38124716,33022074
0.6019343,0.828294,0.78084695,0.7797295,33022142
0.39907834,0.5549327,0.49613023,0.49105763,33022242
0.4311607,0.62187874,0.52188903,0.52328867,33041814
0.3773585,0.7738333,0.47911307,0.53364,33041850
0.3955177,0.45758227,0.42094663,0.42116794,33041856
0.518266,0.772692,0.60771585,0.61608636,33042138
0.8295678,0.9080184,0.88122135,0.8777065,33042156
0.6902863,0.7664319,0.71772933,0.72053236,33042922
0.13165407,0.24335213,0.1840833,0.18168378,33061854
0.17740609,0.25829318,0.22148462,0.21923067,33062062
0.27050945,0.7081704,0.4522293,0.47016847,33062146
0.13778706,0.6769231,0.19027181,0.21097752,33062278
0.86961377,0.92474437,0.9058342,0.9017229,33062848
0.09861259,0.13284992,0.10970777,0.110138535,33081856
0.4469951,0.69131833,0.6108282,0.60470414,33082140
0.6570548,0.9376429,0.9116429,0.8921464,33082144
0.30614972,0.6188448,0.45812806,0.45812207,33082152
0.24805771,0.5580502,0.30963045,0.3428096,33082252
0.6411239,0.9211369,0.9070164,0.8920972,33101854
0.3798969,0.5028791,0.46104598,0.45645642,33102114
0.43443975,0.6302994,0.5635844,0.55210257,33102142
0.5141595,0.57737017,0.5405763,0.5416697,33102888
0.1632976,0.23579109,0.1916972,0.1953451,33122098
0.42962506,0.6712963,0.6116711,0.5976807,33122120
0.28976035,0.6093888,0.5262827,0.51683486,33122146
0.2996319,0.36555743,0.3394161,0.33695057,33122156
0.30873555,0.31602433,0.3121911,0.31214288,33122236
0.8155672,0.86552733,0.84382874,0.84145087,33122854
0.8251163,0.920153,0.89130193,0.88741946,32821848
0.49684313,0.8803532,0.8409445,0.82208306,32842152
0.41726452,0.7571157,0.5256487,0.54987746,32962142
0.12430846,0.18824118,0.14888303,0.15022211,33081802
0.13807106,0.22506094,0.19993217,0.19106385,33123190
0.41468188,0.7669214,0.7402776,0.7316308,33141710
0.21478322,0.31141007,0.26772878,0.2675035,33141740
0.13820025,0.21136828,0.16702041,0.16763166,33141808
0.16755319,0.29013035,0.23810971,0.2409104,33141880
0.08789772,0.1570248,0.101289146,0.103891514,33141890
0.19381408,0.24517614,0.21748233,0.21781747,33142100
0.21300448,0.31245396,0.2765041,0.26805758,33142106
0.1889238,0.39332023,0.28334197,0.2805399,33142118
0.19337206,0.42526963,0.208799,0.22789766,33142888
0.03233488,0.07100632,0.04520124,0.04698093,33142898
0.081438005,0.11510697,0.09762203,0.09706011,33161742
0.0781138,0.12110611,0.10060925,0.10155724,33161828
0.100222714,0.20263425,0.1272844,0.13393097,33161904
0.39684156,0.7284074,0.5510409,0.55601734,33162048
0.13567978,0.29567215,0.20347276,0.20616366,33162102
0.57828087,0.6033156,0.59054816,0.59043384,33162242
0.13161309,0.17088999,0.15275012,0.1507797,33181812
0.2877337,0.7960396,0.5233099,0.54433197,33182050
0.15072933,0.24953593,0.1897518,0.19168328,33182064
0.0,0.07321664,0.009307655,0.015933644,33182122
0.024413323,0.044990767,0.032576695,0.032687783,33182126
0.5958387,0.75158226,0.6333333,0.6325625,33182168
0.33333334,0.3524333,0.3426846,0.342421,33182222
0.315045,0.33548805,0.32615715,0.32573614,33182230
0.26976508,0.5124799,0.36266288,0.37046382,33202088
0.44586685,0.65566933,0.59317213,0.5935062,33221838
0.11484516,0.1710472,0.15804476,0.15451035,33221886
0.21868707,0.6613433,0.27887323,0.3048757,33222040
0.116504855,0.15936665,0.13589069,0.13646924,33222054
0.19745223,0.4627958,0.2828917,0.29151207,33222058
0.14349376,0.23414366,0.17734364,0.17885154,33222102
0.031596225,0.039436042,0.03670473,0.036262296,33222130
0.36519608,0.5807461,0.47892356,0.47359306,33222144
0.3685092,0.68447834,0.48523113,0.5047073,33222166
0.1169421,0.17989333,0.13533226,0.13623747,33241804
0.46964967,0.6496862,0.5764878,0.57195127,33241858
0.31148183,0.56993735,0.44897726,0.4458218,33242254
0.38104343,0.48235992,0.4263128,0.42696342,33262054
0.14421768,0.44290492,0.29560554,0.29944786,33262202
0.22260669,0.37535492,0.27299333,0.27795088,33282024
0.2278252,0.2984293,0.26854753,0.26687542,33282060
0.14986667,0.6764706,0.53815854,0.52214736,33282078
0.37075967,0.80079156,0.5140281,0.53437316,33282150
0.3112788,0.4174047,0.38102645,0.37586975,33282222
0.2872373,0.3834061,0.34319162,0.3330005,33302062
0.18881118,0.47624004,0.26690575,0.2728016,33302218
0.2574124,0.7205849,0.64975846,0.61897576,33302242
0.15029636,0.26067102,0.171474,0.17751165,33322042
0.22998247,0.53729516,0.49472168,0.4646635,33341814
0.0,0.053447913,0.019689996,0.021633789,33341990
0.10529248,0.23660903,0.21071686,0.20340171,33342044
0.6146029,0.9276327,0.9026087,0.89259094,33343208
0.14169346,0.25987455,0.2119205,0.21243124,33361816
0.069905534,0.35711858,0.26473325,0.24941486,33362216
0.30596092,0.5655783,0.454206,0.44841745,33382188
0.0134051535,0.02612913,0.02068714,0.02038178,33382196
0.21180637,0.30247933,0.25692812,0.25848034,33382200
0.06738671,0.12552358,0.09599491,0.09534511,33401778
0.1903572,0.7662861,0.47846815,0.4758285,33402018
0.18534094,0.25835294,0.21710525,0.22083312,33402048
0.18241759,0.2414095,0.21840088,0.21618609,33402058
0.09915748,0.36722267,0.25998962,0.25779068,33402246
0.18793033,0.89112264,0.87180036,0.8003185,33402256
0.3400335,0.5889146,0.3870595,0.410156,33421990
0.22493735,0.35310233,0.32252342,0.31342083,33422026
0.10093349,0.14356248,0.12033331,0.12094639,33422232
0.22554068,0.29394475,0.26081008,0.26179144,33422250
0.048885513,0.16099155,0.05702543,0.06573215,33441708
0.10584425,0.26899564,0.18575555,0.18485141,33441762
0.14506769,0.222452,0.16787888,0.17162368,33441780
0.12151271,0.47286478,0.14576817,0.15292536,33441856
0.17312253,0.4479889,0.20926431,0.21834105,33442040
0.28801507,0.4212286,0.3696265,0.36384755,33442050
0.45472175,0.67651695,0.62911814,0.62454194,33442076
0.0054948446,0.013456221,0.009843804,0.009981844,33442166
0.119667016,0.36697248,0.17958611,0.19975238,33442180
0.1530026,0.23250565,0.20568928,0.20336622,33442216
0.21143128,0.27768177,0.24205631,0.24255742,33442882
0.15613972,0.2889182,0.23450296,0.23161253,33461826
0.41851974,0.6395476,0.5687048,0.5621626,33462172
0.15924032,0.18728456,0.17321846,0.17376986,33481840
0.6403437,0.82818013,0.75342464,0.75359,33481868
0.12559018,0.2923077,0.16518751,0.18098381,33482044
0.075519815,0.3268354,0.121638924,0.13607275,33482200
0.29135433,0.52430195,0.36524302,0.37343737,33502070
0.21594289,0.3702992,0.32312077,0.3219238,33502132
0.46205494,0.88662535,0.5575437,0.5907772,33162848
0.21557648,0.41972017,0.2842514,0.28405017,33202056
0.25138006,0.5298444,0.35043398,0.35194567,33222206
0.38278615,0.5879121,0.4985294,0.50297195,33302056
0.269759,0.68963754,0.36778957,0.40792707,33342152
0.23516238,0.36478582,0.32805043,0.32280627,33402066
0.14598233,0.21625847,0.1914425,0.19137985,33521792
0.15402405,0.2449155,0.17907721,0.18289495,33522120
0.18903509,0.7689493,0.26823795,0.310445,33522164
0.2634431,0.5039261,0.35649878,0.36721545,33542114
0.0,0.034817252,0.016990539,0.016539128,33542154
0.17028868,0.21426336,0.19068323,0.19053018,33542230
0.306492,0.50993377,0.41893995,0.4178991,33542244
0.1381295,0.18812531,0.15494281,0.1585159,33561702
0.2080111,0.33892277,0.24588902,0.24829279,33562152
0.16669275,0.2044966,0.18098846,0.18183707,33562164
0.30155787,0.46692798,0.37264052,0.37359,33562836
0.2733189,0.64863783,0.41388083,0.42761835,33582012
0.16360544,0.251155,0.2163409,0.21546689,33582148
0.31633013,0.7657802,0.69704235,0.66845345,33582174
0.27078703,0.38901752,0.33228642,0.3355821,33601746
0.13121484,0.18952134,0.16318786,0.16358545,33601804
0.057789497,0.30488145,0.16505101,0.1650238,33602016
0.19394594,0.3596358,0.27892882,0.28359157,33602136
0.17442316,0.29206762,0.22929381,0.22990824,33602170
0.30906618,0.5479586,0.33671507,0.35190836,33602178
0.38773054,0.46683148,0.4366369,0.4359531,33602196
0.3016742,0.7684478,0.73627406,0.71321464,33602232
0.08231618,0.15240084,0.12923035,0.12728278,33621766
0.28971004,0.55230767,0.4201169,0.4255853,33622104
0.22582388,0.33099005,0.27112874,0.27135715,33622266
0.11484166,0.3021487,0.19776435,0.20285249,33642010
0.18152623,0.46591684,0.35059437,0.33612353,33642028
0.23256259,0.5425532,0.4681798,0.45566344,33642042
0.16638592,0.3580076,0.29592,0.29242492,33642142
0.42100805,0.72982,0.5581174,0.5706485,33661990
0.34904167,0.5977609,0.4287352,0.45134947,33662002
0.30698562,0.5253983,0.4777705,0.46732667,33662026
0.21253303,0.37255937,0.2679075,0.27558714,33662110
0.279659,0.6454439,0.31955484,0.32875225,33662254
0.26067415,0.89689636,0.51662135,0.56197304,33681974
0.40115875,0.62041885,0.5279503,0.51985306,33682016
0.3722595,0.53568816,0.46520147,0.46507227,33682024
0.37289676,0.473912,0.43347836,0.4301247,33682052
0.2355972,0.41206458,0.28161436,0.29031166,33702092
0.280566,0.76777494,0.49579343,0.50624186,33702120
0.0997077,0.65608793,0.4108312,0.37005967,33702164
0.6401338,0.7742253,0.7005064,0.70416826,33721992
0.3067882,0.5434728,0.43303335,0.4368398,33722064
0.19123238,0.33450395,0.21036069,0.22851658,33722078
0.0076621827,0.31859618,0.23758043,0.2133925,33722082
0.19325842,0.46019533,0.38404483,0.3777357,33722168
0.8581375,0.90821344,0.8945906,0.8910942,33722838
0.5428925,0.8068583,0.7841207,0.77043843,33722870
0.27662003,0.59751976,0.3012722,0.32199368,33722874
0.53561515,0.8603327,0.647705,0.6911982,33722896
0.2008148,0.40595904,0.3079179,0.30549634,33741972
0.1764706,0.24987704,0.21184918,0.21201946,33742070
0.004567117,0.10204473,0.04833153,0.049150985,33742110
0.21001329,0.29730973,0.24139467,0.24633488,33742128
0.4538922,0.6385542,0.5005549,0.5076224,33742908
0.30371505,0.39351144,0.35367846,0.3527878,33761994
0.22981867,0.524646,0.37439334,0.3681935,33762000
0.33715424,0.65260196,0.59543896,0.57050705,33762004
0.3992877,0.8474169,0.79438686,0.7743146,33762022
0.34664536,0.50674903,0.4286267,0.4232676,33762054
0.1875184,0.34213042,0.26151532,0.25685558,33762094
0.18961127,0.25476602,0.22367662,0.22262256,33762144
0.27118292,0.38223472,0.32095596,0.32065225,33762162
0.23116884,0.27030182,0.24216932,0.2428585,33762252
0.39011925,0.47965845,0.4384672,0.4395508,33782062
0.40515584,0.7405384,0.65544146,0.6352464,33782070
0.16149218,0.2952972,0.21992084,0.2240263,33782074
0.18526886,0.36932743,0.20779817,0.21328509,33782800
0.29220024,0.64920884,0.4354025,0.45791152,33801978
0.34356886,0.7846662,0.5159369,0.5282148,33801996
0.41431588,0.44673604,0.43142146,0.43100682,33802018
0.4844358,0.7975881,0.54860145,0.5873354,33802036
0.21907026,0.45158878,0.4056157,0.38993105,33802040
0.44428772,0.5949426,0.53002614,0.53251827,33802058
0.19784978,0.42274052,0.33923212,0.33736998,33802094
0.4348798,0.78963035,0.5419171,0.5496341,33802252
0.5386445,0.6945083,0.6151166,0.61275005,33802810
0.14291143,0.54274154,0.39011678,0.38035706,33821988
0.45084867,0.6553288,0.5185045,0.52653456,33822046
0.104884155,0.16598167,0.13761955,0.13771857,33822186
0.39540038,0.7022364,0.46521738,0.4820867,33822874
0.43421054,0.72175455,0.61858624,0.6105108,33842048
0.009860012,0.1524987,0.08919642,0.08750261,33842218
0.0648379,0.16471201,0.09328888,0.095940955,33862010
0.30568993,0.5610663,0.42400682,0.41713825,33862028
0.2451613,0.29905808,0.262155,0.2632786,33862160
0.090980545,0.13115357,0.10972346,0.10920156,33862190
0.24669227,0.40699488,0.3028184,0.30230436,33862232
0.6496246,0.78518707,0.70328504,0.70211565,33862240
0.08325235,0.20367147,0.12555572,0.12893254,33542042
0.07944007,0.15246919,0.10724093,0.11061559,33562926
0.34474152,0.77464294,0.65,0.6353174,33601998
0.3910297,0.93564355,0.924754,0.90606296,33602938
0.22625792,0.34438992,0.2710893,0.27830088,33662144
0.26854423,0.7765977,0.5552718,0.54953635,33742170
0.24145415,0.41554824,0.26534042,0.2681014,33762832
0.5328467,0.8268023,0.78431594,0.7763012,33822024
0.40421867,0.6648732,0.48202127,0.50425875,33881972
0.18559463,0.50862986,0.4658888,0.45761487,33882026
0.66790766,0.8396369,0.80114996,0.784471,33882048
0.23828265,0.2884195,0.262756,0.26295853,33882098
0.15197872,0.19183537,0.18228056,0.18126763,33882116
0.14400385,0.20517929,0.16918272,0.17018694,33882128
0.10533774,0.3061754,0.1392663,0.16217744,33882200
0.119181246,0.18151002,0.14556064,0.14578333,33882218
0.13660495,0.4538713,0.2550723,0.26226723,33901812
0.22824939,0.37603393,0.2804554,0.28278962,33901970
0.35430297,0.61860067,0.57328784,0.55496067,33902036
0.20460947,0.45761544,0.34060794,0.33838356,33902114
0.7271134,0.9095257,0.89454395,0.8911058,33902190
0.6310345,0.6982992,0.6754082,0.6726562,33902834
0.25523013,0.5040917,0.28174937,0.3108417,33902888
0.6917181,0.80200946,0.7451592,0.74769026,33922020
0.41562435,0.750699,0.65839696,0.6499692,33922038
0.3429124,0.5172792,0.4168508,0.42050266,33922242
0.53144586,0.7130105,0.6715697,0.66170794,33941968
0.37916595,0.8892559,0.8107179,0.80221575,33942018
0.37307099,0.61588824,0.39464816,0.41816103,33942144
0.76,0.8780429,0.8354102,0.8298484,33942904
0.41368586,0.64933366,0.5051776,0.51558125,33961828
0.11286844,0.19126463,0.16448492,0.15922281,33962128
0.8262853,0.8731088,0.86096436,0.8588064,33962134
0.08916699,0.16610572,0.11067886,0.11197912,33962170
0.15633152,0.33841565,0.26177508,0.2617242,33962182
0.2269433,0.33736965,0.2558176,0.25879022,33962890
0.38292012,0.5447964,0.48298737,0.4817721,33981996
0.5443184,0.8838007,0.8277347,0.8211383,33982022
0.7706271,0.8732836,0.85216343,0.85008746,33982144
0.13802817,0.17709042,0.16014865,0.16037725,33982230
0.7908898,0.8939394,0.88514423,0.8824755,33982864
0.5378905,0.68358415,0.6,0.6019448,33983616
0.2937447,0.39306504,0.314425,0.32098657,34001970
0.5787037,0.8203943,0.77510244,0.77257305,34001998
0.082874574,0.19113487,0.09670295,0.10284233,34002136
0.15634274,0.24352556,0.18620554,0.19450618,34021832
0.1664223,0.42,0.2781822,0.2722772,34021972
0.3548499,0.48080134,0.3963051,0.39938158,34021994
0.177912,0.48414376,0.3536508,0.34747955,34022002
0.52979726,0.71434605,0.6367049,0.63603973,34022044
0.44426027,0.55759597,0.5007242,0.5041998,34022174
0.5409519,0.8367062,0.7167756,0.7143306,34022794
0.0,0.522694,0.17689101,0.18193386,34041998
0.6595937,0.8789046,0.78592,0.78364444,34042024
0.14174846,0.19464469,0.16949558,0.16916955,34042160
0.07878402,0.11689837,0.09964741,0.0997961,34042168
0.5793824,0.8227186,0.7163609,0.71644485,34062012
0.71083444,0.85455227,0.83721364,0.83094406,34062020
0.19321088,0.477551,0.24683394,0.2633971,34062044
0.65302783,0.85117316,0.8015286,0.7926157,34082014
0.18186538,0.24797048,0.21925694,0.21864139,34082060
0.15737775,0.2118492,0.19132935,0.18969437,34082176
0.17548025,0.57418275,0.33838573,0.35881573,34082226
0.22874118,0.26681042,0.25028703,0.24919766,34101936
0.17971684,0.22522523,0.19715177,0.1983953,34102056
0.0021561019,0.12964348,0.046741627,0.051176053,34102088
0.5740203,0.9155834,0.8842657,0.8584513,34102134
0.14775805,0.19049108,0.16912772,0.16918242,34102178
0.17094737,0.53354204,0.24819593,0.29572845,34121850
0.2277628,0.88463074,0.49799198,0.52239543,34122850
0.36905503,0.50291264,0.41526222,0.41747105,34122882
0.1861949,0.44933498,0.23288876,0.23595108,34143312
0.17607413,0.35001346,0.21189743,0.21538936,34162184
0.7783041,0.9131417,0.8955114,0.8859753,34183720
0.65469927,0.8055938,0.6968871,0.70092696,34202794
0.48057812,0.78379744,0.63929147,0.6311344,34202854
0.5883651,0.82392347,0.79764885,0.7872705,34202866
0.05326633,0.13661955,0.08742421,0.08952637,34222016
0.6600249,0.7439062,0.71328914,0.7108959,34222730
0.11847497,0.22761449,0.16281588,0.16342467,34261924
0.12679131,0.2534113,0.22556143,0.21709892,34262126
0.25267738,0.6632967,0.35719585,0.38612452,34262154
0.7246344,0.79844654,0.76812834,0.7664436,34262712
0.07241718,0.17394815,0.12241319,0.12179702,34262874
0.7394002,0.9168428,0.9042496,0.8933671,34263274
0.09354655,0.43808365,0.2247867,0.23478483,34282128
0.2724066,0.7083333,0.5619433,0.5482764,34282146
0.12479513,0.16911069,0.14511594,0.14664519,34282152
0.41863292,0.59691846,0.49469215,0.4962749,33921980
0.17179488,0.29066667,0.19438699,0.19838826,33962116
0.12988877,0.64023525,0.3474478,0.38144055,34121838
0.21077524,0.26801154,0.23578595,0.23721872,34202062
0.12707333,0.1919779,0.15712935,0.15830973,34222150
0.23687622,0.28611338,0.25328624,0.25335562,34282836
0.12862918,0.34104803,0.28647497,0.26498955,34302166
0.3482105,0.6382042,0.6028495,0.5860001,34302720
0.19223917,0.41492692,0.29392192,0.30028492,34302768
0.0,0.22608401,0.0723078,0.08177783,34322722
0.75457877,0.89548236,0.8841402,0.86855096,34322872
0.17703691,0.23225361,0.2046589,0.20303585,34342040
0.1734681,0.37094176,0.3090909,0.29914847,34342302
0.73383284,0.83497715,0.7713562,0.7713611,34342702
0.79610866,0.9235495,0.90829486,0.9086262,34342792
0.14703731,0.18723483,0.15887183,0.16021603,34362082
0.50282705,0.80326545,0.62560564,0.64417267,34362150
0.14430039,0.30921054,0.18923977,0.20296429,34362178
0.14811441,0.34661183,0.19509745,0.19939211,34362190
0.1612776,0.23856129,0.21067634,0.20930964,34382080
0.029122906,0.073245555,0.05633843,0.053208634,34382134
0.3440731,0.54195714,0.4101914,0.4252359,34382138
0.62384516,0.904474,0.89122295,0.878413,34402168
0.17087156,0.35833862,0.23879111,0.24819806,34402172
0.14584465,0.2418909,0.20045769,0.19854534,34402178
0.55869627,0.62714595,0.5904225,0.5907273,34402694
0.0,0.14173137,0.1103123,0.091121264,34402712
0.7534843,0.9032922,0.87102437,0.8478543,34403708
0.21491027,0.2932331,0.26362735,0.26293162,34422044
0.16756074,0.32634622,0.20013662,0.20014739,34422344
0.22242647,0.27946126,0.24402648,0.24643338,34422704
0.24089739,0.39380723,0.3319176,0.33696198,34442096
0.287502,0.50733495,0.38550264,0.38175088,34442770
0.22628134,0.566466,0.31418538,0.3314858,34442870
0.74974775,0.9306084,0.9174898,0.90896344,34462160
0.118577935,0.24109428,0.18669458,0.18667212,34462836
0.07613909,0.47337663,0.09787769,0.17482163,34482180
0.13135089,0.21121424,0.14738406,0.14897832,34482192
0.5606572,0.78354204,0.72209847,0.7191354,34482660
0.3979855,0.64449936,0.49800047,0.5084914,34501930
0.3734844,0.4819447,0.4154154,0.41760203,34502098
0.0,0.16352026,0.06413795,0.06656102,34502178
0.14926976,0.54359484,0.2660454,0.28949386,34502794
0.7732637,0.9312909,0.91684824,0.8957565,34503646
0.17532983,0.23549488,0.1900017,0.194256,34522098
0.12276103,0.28628775,0.13529922,0.14031425,34522152
0.31527093,0.7498439,0.7027385,0.6747962,34522176
0.3073914,0.72834146,0.40612713,0.40929645,34522662
0.11307794,0.2441662,0.16063714,0.16983788,34542106
0.5463817,0.8135799,0.75802106,0.7374284,34542132
0.16502419,0.5158771,0.19259116,0.21465261,34542186
0.28185457,0.61424124,0.3484603,0.34951702,34542348
0.8320016,0.89438164,0.8823959,0.8774803,34542712
0.33467114,0.57177615,0.3666892,0.38369337,34542784
0.25078765,0.6780924,0.32305673,0.33544672,34562002
0.22349738,0.43509084,0.29267287,0.29325804,34562164
0.2128514,0.3306571,0.26051095,0.2610251,34562650
0.3831924,0.45893225,0.43459266,0.42982787,34562704
0.13663982,0.21778034,0.1934339,0.19000229,34562812
0.062728696,0.12955415,0.09452291,0.09370958,34562818
0.34662998,0.39806867,0.3686484,0.37075716,34562872
0.10092864,0.1496124,0.12294887,0.12207323,34582042
0.27917656,0.59621453,0.47634763,0.4473629,34582172
0.18070588,0.25886092,0.2100989,0.21140344,34582178
0.24976076,0.6368967,0.42021924,0.41373968,34582334
0.48212868,0.79170346,0.7305586,0.7133636,34582676
0.61235356,0.72387344,0.6503198,0.6520974,34582682
0.11207748,0.13839051,0.12546912,0.12529911,34583402
0.15598918,0.20070113,0.18011536,0.17837442,34602092
0.62524915,0.9274265,0.88389516,0.8704966,34602156
0.25461948,0.62774867,0.28185442,0.2934617,34602776
0.20818542,0.3276636,0.25934264,0.25619718,34621956
0.22177823,0.70707273,0.41486412,0.419267,34622162
0.18953069,0.2748154,0.20961538,0.21113446,34622806
0.20863698,0.2792793,0.25312,0.25332442,34622852
0.12324094,0.28530362,0.15556179,0.16193143,34642044
0.11552555,0.13916574,0.12618472,0.12670603,34642142
0.1431718,0.26825842,0.22412612,0.21432738,34642160
0.74739337,0.90449196,0.8558559,0.85325134,34642170
0.18574654,0.28240663,0.23565325,0.2330921,34642178
0.16345043,0.46430013,0.24702075,0.25696397,34662094
0.08381818,0.310922,0.17668067,0.17139824,34662126
0.53202057,0.9018109,0.87453103,0.8724761,34662130
0.7567215,0.87693846,0.84707415,0.832629,34662148
0.42988718,0.5742025,0.47025815,0.4749724,34662306
0.056181215,0.11975032,0.086317174,0.08477216,34662742
0.40226245,0.6094139,0.46218488,0.4685101,34663314
0.17516822,0.464071,0.25428367,0.27071658,34682106
0.9202003,0.9481815,0.9383354,0.9377867,34682152
0.7784905,0.8718056,0.82145494,0.8219373,34682160
0.4033384,0.47315037,0.4390825,0.44064036,34682560
0.87551504,0.91495883,0.89216685,0.8927472,34682668
0.32045087,0.40132618,0.35508224,0.35617575,34682710
0.14174506,0.19303071,0.16286765,0.16411217,34702086
0.5724559,0.87060475,0.75923073,0.75260687,34702134
0.5398895,0.90124404,0.7542515,0.74140775,34702166
0.08573596,0.1309255,0.10091743,0.10234406,34702878
0.3074696,0.44948676,0.32847142,0.33581612,34703742
0.47977942,0.7753064,0.69469965,0.6858169,34722748
0.5510204,0.8799068,0.6715674,0.68855804,34722816
0.107155405,0.20116054,0.15070546,0.1494387,34742080
0.4806273,0.6702728,0.56408215,0.5710517,34742116
0.6697588,0.9089568,0.8796358,0.86503035,34742170
0.1717871,0.5662835,0.29570022,0.31890494,34742344
0.5383134,0.7067956,0.6368341,0.63238215,34742614
0.8187221,0.9028969,0.880144,0.87577957,34742632
0.27135387,0.8298775,0.52875954,0.5328823,34742674
0.40739518,0.6444051,0.559357,0.5481073,34742710
0.1429446,0.5554486,0.29127735,0.29866555,34743334
0.20172703,0.5582882,0.294347,0.3041432,34322740
0.17609046,0.7651822,0.23024523,0.28442684,34402672
0.07734668,0.21848185,0.12753808,0.13216698,34442090
0.0048832595,0.09850089,0.060212906,0.055794362,34462890
0.20268403,0.3673966,0.24388488,0.25567108,34542118
0.2805293,0.91440165,0.80974287,0.75218266,34602152
0.1626646,0.4038076,0.20816216,0.22877288,34662634
0.21104054,0.67502505,0.24851918,0.2840337,34682848
0.18805562,0.2508659,0.21680966,0.21824685,34762096
0.56546575,0.91423535,0.8735489,0.8451574,34762150
0.7844461,0.9058195,0.8684088,0.8599152,34762168
0.6234932,0.90057445,0.7093091,0.70577705,34762502
0.11000585,0.21769042,0.16878049,0.16684642,34762564
0.19143017,0.33246142,0.22600447,0.22602783,34762730
0.17229013,0.5312631,0.18815106,0.2011315,34762780
0.2119636,0.57727075,0.27803832,0.29381475,34762898
0.54192847,0.87350017,0.82708406,0.8207365,34782138
0.44082332,0.8447114,0.6571429,0.66190946,34782146
0.36777988,0.8634812,0.8284365,0.7982498,34782164
0.6935237,0.82087344,0.76958764,0.7667504,34782170
0.0,0.32035518,0.12723702,0.130303,34782578
0.8359375,0.9142502,0.89157385,0.88860565,34783172
0.21452461,0.47653142,0.24205998,0.2483229,34783452
0.88483965,0.95426375,0.91714287,0.9193475,34802150
0.616454,0.79908854,0.7400609,0.7405303,34802320
