Min,Max,Median,Mean,Point_id
0.5499495,0.8084974,0.73715454,0.73385674,30662190
0.26432943,0.44769695,0.3538965,0.35449305,30662204
0.29784536,0.49923038,0.41463414,0.4057563,30681656
0.19533432,0.36308238,0.23595506,0.24193929,30681774
0.16918325,0.29414696,0.21688017,0.22286947,30682088
0.0,0.024302047,0.0055086734,0.0062327357,30682116
0.2681388,0.44204232,0.36068523,0.36080608,30701712
0.16852318,0.26779026,0.20852834,0.21131946,30702048
0.61256236,0.74637276,0.67392063,0.6749705,30702180
0.47664902,0.68577075,0.5959054,0.5856709,30702256
0.13560908,0.4823203,0.23994201,0.24329539,30721674
0.050944556,0.13404751,0.07382652,0.07408139,30721702
0.19191074,0.26170892,0.2328377,0.23221791,30721738
0.19500092,0.2380172,0.22065541,0.22028318,30721756
0.22135061,0.29127467,0.27334595,0.26775774,30722002
0.20560867,0.37886554,0.3481821,0.33530414,30722214
,,,,30722268
0.67418545,0.8431038,0.8124311,0.8074905,30722290
0.18930699,0.2869757,0.23024482,0.2321919,30741676
0.32743362,0.5988562,0.4426439,0.44010738,30741708
0.22425532,0.34214187,0.29752314,0.29498565,30741986
0.30148354,0.37490532,0.3378484,0.33777612,30742122
0.09611799,0.2799479,0.18423375,0.1858467,30742152
0.5618086,0.7119359,0.616017,0.63085663,30742198
0.19378148,0.2818393,0.2289913,0.23284142,30742212
0.64972633,0.7599278,0.7194211,0.7155729,30742224
